rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	68	68	0
2	Germany	GER	64	64	0
3	France	FRA	61	61	0
4	Czech Republic	CZE	61	61	0
5	Denmark	DEN	60	59	1
6	Russia	RUS	60	59	1
7	Colombia	COL	59	59	1
8	Spain	ESP	59	57	2
9	Italy	ITA	58	61	-4
10	Netherlands	NED	58	58	-1
11	Mexico	MEX	56	55	4
12	England	ENG	56	56	0
13	Sweden	SWE	56	56	-2
14	Norway	NOR	55	53	4
15	Portugal	POR	55	55	-2
16	USA	USA	54	51	9
17	Bulgaria	BUL	53	51	4
18	Zambia	ZAM	53	53	-2
19	Argentina	ARG	53	53	-2
20	Romania	ROU	53	55	-6
21	South Africa	RSA	53	52	-2
22	Japan	JPN	52	52	-2
23	Tunisia	TUN	51	51	1
24	Croatia	CRO	51	51	-2
25	Ghana	GHA	51	51	-2
26	Chile	CHI	50	48	0
27	Morocco	MAR	49	48	0
28	Egypt	EGY	49	47	0
29	Scotland	SCO	48	47	0
30	Slovakia	SVK	47	45	7
31	Turkey	TUR	47	45	4
32	Cote d`Ivoire	CIV	46	46	-1
33	Republic of Ireland	IRL	46	46	-1
34	Ecuador	ECU	46	46	-2
35	Jamaica	JAM	46	44	3
36	Austria	AUT	46	43	7
37	Greece	GRE	46	46	-7
38	Trinidad and Tobago	TRI	45	45	-4
39	Paraguay	PAR	45	43	5
40	Saudi Arabia	KSA	45	44	0
41	Bolivia	BOL	45	44	0
42	Belgium	BEL	44	45	-6
43	Switzerland	SUI	44	44	-4
44	Honduras	HON	43	43	-2
45	Lithuania	LTU	43	40	6
46	Korea Republic	KOR	43	43	-1
47	Cameroon	CMR	43	40	0
48	Australia	AUS	42	40	0
49	Algeria	ALG	42	42	-3
50	Canada	CAN	42	38	6
51	Gabon	GAB	42	40	-2
52	Poland	POL	41	39	3
53	Peru	PER	40	38	4
54	Uruguay	URU	40	40	-4
55	Israel	ISR	39	39	-3
56	Senegal	SEN	39	39	-3
57	Thailand	THA	38	39	-3
58	Yugoslavia	YUG	38	37	1
58	Nigeria	NGA	37	36	5
58	Iceland	ISL	37	35	9
59	Ukraine	UKR	37	37	1
62	Zimbabwe	ZIM	37	37	-4
63	Cuba	CUB	36	36	-2
64	Qatar	QAT	36	36	-2
65	Zaire	ZAI	35	36	-1
66	Sierra Leone	SLE	35	35	-1
67	Angola	ANG	35	32	13
68	El Salvador	SLV	35	34	2
69	United Arab Emirates	UAE	35	33	4
70	Mali	MLI	34	34	-1
70	Slovenia	SVN	34	35	-2
72	Hungary	HUN	34	32	6
73	Guinea	GUI	33	31	11
74	Cyprus	CYP	33	31	11
75	Northern Ireland	NIR	33	33	-1
76	Finland	FIN	33	32	0
77	Iran	IRN	33	33	-6
78	China PR	CHN	33	35	-12
79	Kuwait	KUW	33	30	7
80	Latvia	LVA	32	33	-8
81	Mozambique	MOZ	32	32	-4
82	Wales	WAL	32	33	-7
83	Costa Rica	CRC	32	32	-4
84	Togo	TOG	31	31	-3
85	Sudan	SDN	31	31	-3
86	Tanzania	TAN	31	31	-3
87	Malawi	MWI	30	30	0
88	Oman	OMA	29	29	0
89	FYR Macedonia	MKD	29	25	7
90	Belarus	BLR	29	29	-1
91	St. Vincent and the Grenadines	VIN	28	28	-1
92	Malaysia	MAS	27	27	0
93	Liberia	LBR	27	27	-2
94	Singapore	SIN	27	27	-1
95	Georgia	GEO	27	27	-1
96	Uganda	UGA	26	26	-1
97	Congo	CGO	26	22	13
98	Namibia	NAM	0	25	1
99	Lebanon	LIB	25	25	-2
100	Myanmar	MYA	27	25	-2
