rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	839	838	0
2	Czech Republic	CZE	774	768	1
3	France	FRA	765	770	-1
4	Spain	ESP	753	758	0
5	Germany	GER	739	739	0
6	Argentina	ARG	721	715	1
7	Norway	NOR	718	715	1
8	Romania	ROU	715	714	1
9	Croatia	CRO	713	719	-3
10	Mexico	MEX	706	704	0
11	Denmark	DEN	697	682	3
12	England	ENG	695	703	-1
13	Yugoslavia	YUG	694	691	0
14	Italy	ITA	685	697	-2
15	Portugal	POR	672	674	0
16	Sweden	SWE	663	670	0
17	Paraguay	PAR	648	645	1
18	Russia	RUS	643	641	1
19	Netherlands	NED	641	656	-2
20	Scotland	SCO	639	617	3
21	Slovakia	SVK	626	634	-1
22	USA	USA	620	623	-1
23	Chile	CHI	618	618	-1
24	Morocco	MAR	615	611	0
25	Colombia	COL	614	611	0
26	Israel	ISR	609	609	0
27	Ukraine	UKR	609	608	1
28	Austria	AUT	603	609	-1
29	Turkey	TUR	598	584	4
30	South Africa	RSA	597	592	1
31	Tunisia	TUN	596	597	-2
32	Poland	POL	589	589	0
33	Belgium	BEL	588	593	-3
34	Greece	GRE	582	582	0
35	Republic of Ireland	IRL	576	572	1
36	Zambia	ZAM	571	576	-1
37	Bulgaria	BUL	563	571	0
38	Egypt	EGY	556	560	0
39	Saudi Arabia	KSA	556	559	0
40	Slovenia	SVN	544	544	3
41	Jamaica	JAM	539	544	3
42	Peru	PER	538	540	3
43	Iceland	ISL	536	533	5
44	Trinidad and Tobago	TRI	536	554	-4
45	Hungary	HUN	533	536	2
46	Uruguay	URU	533	546	-4
47	Switzerland	SUI	531	529	2
48	Ghana	GHA	525	505	7
49	Iran	IRN	525	539	-3
50	Lithuania	LTU	524	527	0
51	Korea Republic	KOR	522	551	-10
52	Angola	ANG	517	516	1
53	Cote d`Ivoire	CIV	515	526	-2
54	United Arab Emirates	UAE	515	480	12
55	Uzbekistan	UZB	513	438	24
56	Finland	FIN	508	509	-2
57	Japan	JPN	501	517	-5
58	Cameroon	CMR	497	505	-2
59	Congo DR	COD	493	0	0
60	Thailand	THA	492	485	3
61	Bolivia	BOL	490	500	-4
62	Latvia	LVA	489	488	-1
63	Cyprus	CYP	488	498	-5
64	Costa Rica	CRC	483	471	5
65	Ecuador	ECU	477	487	-3
66	Georgia	GEO	475	483	-1
67	Zimbabwe	ZIM	474	472	1
68	FYR Macedonia	MKD	469	484	-4
69	Honduras	HON	462	443	8
70	Estonia	EST	460	452	3
71	Burkina Faso	BFA	456	461	-1
72	Mali	MLI	456	453	0
73	Guatemala	GUA	453	455	-2
74	Gabon	GAB	452	445	1
75	Bosnia and Herzegovina	BIH	447	447	-1
76	Nigeria	NGA	444	434	6
77	Cuba	CUB	441	444	-1
78	Iraq	IRQ	441	441	0
79	Senegal	SEN	440	434	4
80	Namibia	NAM	432	433	4
81	Canada	CAN	430	435	0
82	Kuwait	KUW	429	475	-15
83	Albania	ALB	428	427	3
84	Northern Ireland	NIR	427	435	-4
85	Armenia	ARM	423	426	2
86	Algeria	ALG	422	426	2
87	Togo	TOG	416	420	2
88	China PR	CHN	412	493	-28
89	Australia	AUS	410	432	-4
90	Indonesia	IDN	410	393	7
91	Guinea	GUI	406	415	-1
92	Oman	OMA	405	412	-1
93	Moldova	MDA	398	401	0
94	Congo	CGO	397	378	8
95	Belarus	BLR	396	395	1
96	El Salvador	SLV	396	399	-1
97	Azerbaijan	AZE	390	389	1
98	Wales	WAL	389	401	-4
99	Haiti	HAI	384	385	1
100	New Zealand	NZL	381	384	1
