rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	852	854	0
2	France	FRA	826	827	0
3	Spain	ESP	785	777	0
4	Argentina	ARG	750	747	0
5	Mexico	MEX	742	742	3
6	Netherlands	NED	740	746	-1
7	Turkey	TUR	739	742	1
8	England	ENG	738	745	-2
9	Germany	GER	736	744	-2
10	Czech Republic	CZE	735	739	1
11	Italy	ITA	733	742	-3
12	USA	USA	732	731	0
13	Denmark	DEN	714	707	1
14	Cameroon	CMR	712	711	-1
15	Republic of Ireland	IRL	706	705	0
16	Belgium	BEL	696	696	0
17	Sweden	SWE	681	681	1
18	Portugal	POR	680	686	-1
19	Costa Rica	CRC	679	680	0
20	Croatia	CRO	662	664	0
20	Uruguay	URU	662	654	2
22	Korea Republic	KOR	657	654	0
23	Paraguay	PAR	654	647	1
24	Poland	POL	652	640	2
24	Romania	ROU	652	657	-3
26	Saudi Arabia	KSA	649	634	4
27	Slovenia	SVN	645	636	2
28	Japan	JPN	643	645	-3
29	Russia	RUS	638	637	-1
30	Greece	GRE	637	640	-4
31	Senegal	SEN	632	625	3
32	South Africa	RSA	625	630	-1
32	Nigeria	NGA	625	627	0
34	Egypt	EGY	621	614	6
35	Iran	IRN	620	599	7
36	Serbia and Montenegro	SCG	618	627	-4
36	Ecuador	ECU	618	624	-1
38	Morocco	MAR	617	617	0
39	Bulgaria	BUL	615	615	0
39	Norway	NOR	615	620	-2
41	Colombia	COL	613	622	-5
42	Finland	FIN	612	610	-1
43	Switzerland	SUI	592	592	0
44	Iraq	IRQ	588	553	8
45	Honduras	HON	579	586	-1
46	Tunisia	TUN	572	576	-1
47	Jamaica	JAM	564	573	-1
47	Israel	ISR	564	566	0
49	Slovakia	SVK	558	560	0
50	Scotland	SCO	556	536	8
51	Zimbabwe	ZIM	555	562	-3
52	Kuwait	KUW	554	556	-2
53	Ukraine	UKR	550	554	-2
54	Bosnia and Herzegovina	BIH	549	551	-1
55	Congo DR	COD	548	547	-1
56	Mali	MLI	545	542	0
56	Latvia	LVA	545	524	13
58	Wales	WAL	544	532	1
59	Jordan	JOR	543	522	12
60	Iceland	ISL	541	543	-5
61	Algeria	ALG	540	531	1
62	Cuba	CUB	539	540	-5
62	Oman	OMA	539	494	18
62	Venezuela	VEN	539	525	5
65	Austria	AUT	529	531	-3
66	Cote d`Ivoire	CIV	528	529	-2
67	Hungary	HUN	524	525	0
68	Zambia	ZAM	523	527	-3
68	Peru	PER	523	520	4
68	Chile	CHI	523	532	-9
71	Trinidad and Tobago	TRI	519	532	-12
72	Bahrain	BHR	518	461	22
73	Guatemala	GUA	516	518	1
73	Estonia	EST	516	519	0
75	Thailand	THA	515	526	-9
75	Kenya	KEN	515	502	2
77	Burkina Faso	BFA	513	524	-8
78	Australia	AUS	510	518	-4
79	Ghana	GHA	500	491	2
79	Uzbekistan	UZB	500	413	30
81	Angola	ANG	497	484	3
82	New Zealand	NZL	496	506	-6
83	Qatar	QAT	494	496	-4
83	China PR	CHN	494	498	-5
85	Syria	SYR	490	477	3
86	Indonesia	IDN	489	491	-5
87	Canada	CAN	487	489	-4
88	Haiti	HAI	481	482	-3
89	Albania	ALB	479	469	2
90	Belarus	BLR	478	480	-4
90	United Arab Emirates	UAE	478	410	21
92	Georgia	GEO	475	479	-5
93	Cyprus	CYP	472	474	-4
93	Libya	LBY	472	472	-3
95	Vietnam	VIE	471	440	3
96	FYR Macedonia	MKD	470	469	-5
97	Togo	TOG	468	446	-1
98	El Salvador	SLV	465	467	-5
99	Bolivia	BOL	457	454	-4
100	Lithuania	LTU	0	445	-3
