rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	68	66	0
2	Spain	ESP	60	59	4
3	Germany	GER	60	61	1
4	Norway	NOR	58	57	4
5	Russia	RUS	57	52	12
6	Italy	ITA	57	62	-4
7	Argentina	ARG	57	56	2
8	Denmark	DEN	57	53	5
9	Switzerland	SUI	56	55	2
10	Mexico	MEX	55	52	6
11	Bulgaria	BUL	55	53	3
12	France	FRA	55	49	8
13	Sweden	SWE	54	61	-10
14	Netherlands	NED	53	60	-9
15	Romania	ROU	53	57	-8
15	Colombia	COL	53	52	0
17	Portugal	POR	53	46	7
18	Republic of Ireland	IRL	51	54	-6
19	USA	USA	50	47	3
20	Czech Republic	CZE	50	39	15
21	Egypt	EGY	48	44	4
22	England	ENG	48	51	-4
23	Ghana	GHA	47	44	3
24	Uruguay	URU	46	38	12
25	Tunisia	TUN	46	42	2
26	Scotland	SCO	46	41	5
27	Poland	POL	46	40	6
28	Turkey	TUR	46	37	11
29	Belgium	BEL	45	50	-10
30	Greece	GRE	45	41	2
31	Zambia	ZAM	45	48	-10
32	Cote d`Ivoire	CIV	45	46	-9
33	Slovakia	SVK	44	36	9
34	Japan	JPN	44	37	7
35	Nigeria	NGA	43	55	-25
36	Morocco	MAR	42	41	-6
37	Chile	CHI	42	36	6
38	Finland	FIN	42	34	9
39	Saudi Arabia	KSA	42	42	-10
40	Austria	AUT	41	37	0
41	Cameroon	CMR	41	42	-13
42	Israel	ISR	41	33	6
43	Lithuania	LTU	39	28	15
44	Iceland	ISL	39	38	-7
45	Croatia	CRO	38	22	28
46	Northern Ireland	NIR	38	35	-1
47	Senegal	SEN	37	30	8
48	Korea Republic	KOR	37	38	-10
49	Mali	MLI	37	33	0
50	Bolivia	BOL	36	35	-6
51	Algeria	ALG	36	32	-1
52	United Arab Emirates	UAE	35	27	7
53	Zimbabwe	ZIM	35	34	-7
54	Latvia	LVA	35	23	16
55	Australia	AUS	35	32	-3
56	Guinea	GUI	35	25	5
57	South Africa	RSA	35	23	10
58	Trinidad and Tobago	TRI	34	17	27
59	Wales	WAL	34	39	-25
60	Paraguay	PAR	33	19	21
61	Ecuador	ECU	33	32	-8
62	Sierra Leone	SLE	33	24	2
63	Canada	CAN	33	29	-6
64	Zaire	ZAI	32	25	-4
65	Hungary	HUN	32	32	-11
66	Gabon	GAB	32	22	9
67	Ukraine	UKR	31	21	12
68	Peru	PER	31	24	-3
69	Uganda	UGA	31	10	49
70	China PR	CHN	30	24	-8
71	Honduras	HON	30	32	-20
72	Tanzania	TAN	29	16	17
73	Slovenia	SVN	29	23	-4
74	Costa Rica	CRC	29	30	-18
75	Cyprus	CYP	29	23	-3
76	Mozambique	MOZ	28	12	30
77	Georgia	GEO	28	13	23
78	Kuwait	KUW	27	21	0
79	Qatar	QAT	27	23	-8
80	Angola	ANG	27	11	31
81	Jamaica	JAM	26	17	5
82	Malawi	MWI	26	18	2
83	Sudan	SDN	24	8	42
84	Togo	TOG	24	10	30
85	Niger	NIG	23	22	-11
86	Malta	MLT	23	23	-20
87	Bahrain	BHR	23	15	5
88	Liberia	LBR	23	8	38
89	Albania	ALB	22	12	13
90	St. Vincent and the Grenadines	VIN	22	6	47
91	Oman	OMA	22	20	-11
92	FYR Macedonia	MKD	22	12	13
93	Yugoslavia	YUG	21	18	-10
94	Cuba	CUB	21	0	72
95	Uzbekistan	UZB	20	0	0
96	Belarus	BLR	20	7	34
97	Kenya	KEN	20	17	-11
98	Luxembourg	LUX	19	10	22
99	Mauritania	MTN	19	4	42
100	Burkina Faso	BFA	0	16	-10
