rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	834	836	0
2	Czech Republic	CZE	767	772	0
3	France	FRA	758	762	0
4	Spain	ESP	747	751	0
5	Germany	GER	735	742	0
6	Norway	NOR	717	717	1
7	Argentina	ARG	714	718	-1
8	Romania	ROU	712	713	0
9	Croatia	CRO	708	710	0
10	Mexico	MEX	706	704	0
11	England	ENG	693	698	0
12	Denmark	DEN	689	694	0
13	Yugoslavia	YUG	689	692	0
14	Italy	ITA	681	682	0
15	Portugal	POR	669	673	0
16	Sweden	SWE	658	661	0
17	Colombia	COL	644	624	7
18	Paraguay	PAR	642	648	-1
19	Netherlands	NED	638	638	0
20	USA	USA	637	628	2
21	Russia	RUS	636	641	-3
22	Scotland	SCO	634	636	-2
23	South Africa	RSA	626	631	-2
24	Chile	CHI	626	616	2
25	Slovakia	SVK	621	624	0
26	Morocco	MAR	613	625	-3
27	Tunisia	TUN	606	611	0
28	Ukraine	UKR	606	607	0
29	Israel	ISR	604	607	0
30	Austria	AUT	597	601	0
31	Turkey	TUR	591	595	0
32	Poland	POL	583	586	0
33	Belgium	BEL	582	586	0
34	Egypt	EGY	579	582	1
35	Cameroon	CMR	577	583	-1
36	Republic of Ireland	IRL	577	573	1
37	Greece	GRE	576	577	-1
38	Zambia	ZAM	566	569	0
39	Bulgaria	BUL	558	569	0
40	Trinidad and Tobago	TRI	552	534	9
41	Saudi Arabia	KSA	550	554	-1
42	Slovenia	SVN	547	543	-1
43	Peru	PER	546	539	1
44	Uruguay	URU	545	540	-2
45	Korea Republic	KOR	542	535	3
46	Iceland	ISL	539	540	-3
47	Cote d`Ivoire	CIV	538	537	-1
48	Jamaica	JAM	534	537	-3
49	Japan	JPN	533	498	13
50	Hungary	HUN	530	532	0
51	Nigeria	NGA	530	529	0
52	Switzerland	SUI	530	529	0
53	Iran	IRN	526	536	-6
54	Finland	FIN	525	524	1
55	United Arab Emirates	UAE	524	513	2
56	Lithuania	LTU	524	526	-2
57	Ghana	GHA	522	526	-4
58	Uzbekistan	UZB	520	511	0
59	Angola	ANG	512	515	-3
60	Honduras	HON	504	457	14
61	Kuwait	KUW	502	445	19
62	Canada	CAN	502	435	23
63	Thailand	THA	501	490	2
64	Cyprus	CYP	499	500	-3
65	Georgia	GEO	499	502	-5
66	China PR	CHN	497	502	-7
67	Congo DR	COD	490	492	-3
68	Costa Rica	CRC	489	492	-5
69	Bolivia	BOL	488	488	-3
70	Latvia	LVA	484	487	-3
71	Zimbabwe	ZIM	477	475	-2
72	Ecuador	ECU	473	475	-4
73	Guatemala	GUA	466	458	0
74	FYR Macedonia	MKD	466	467	-4
75	Algeria	ALG	462	467	-4
76	Estonia	EST	458	461	-4
77	Mali	MLI	453	455	-2
78	Gabon	GAB	451	451	0
79	Senegal	SEN	451	452	-2
80	Burkina Faso	BFA	451	452	-4
81	Cuba	CUB	449	439	1
82	Albania	ALB	446	447	-3
83	Bosnia and Herzegovina	BIH	443	445	-2
84	Australia	AUS	440	408	7
85	Iraq	IRQ	438	439	-2
86	Togo	TOG	435	438	-2
87	Namibia	NAM	432	434	-1
88	Northern Ireland	NIR	431	425	0
89	Armenia	ARM	431	431	-2
90	Moldova	MDA	414	419	-1
91	El Salvador	SLV	409	394	6
92	Indonesia	IDN	408	409	-2
93	Guinea	GUI	402	404	0
94	Oman	OMA	401	405	-2
95	Wales	WAL	399	388	4
96	Singapore	SIN	399	373	7
97	Vietnam	VIE	395	396	-2
98	Congo	CGO	394	401	-4
99	Belarus	BLR	0	394	-3
100	Haiti	HAI	392	383	0
