rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	819	825	0
2	France	FRA	808	808	0
3	Argentina	ARG	749	744	2
4	Czech Republic	CZE	745	753	-1
5	Spain	ESP	743	744	-1
6	Italy	ITA	729	732	0
7	Portugal	POR	716	717	0
8	Netherlands	NED	710	713	0
9	Norway	NOR	705	708	1
10	Yugoslavia	YUG	704	705	1
11	Germany	GER	700	711	-2
12	Romania	ROU	695	701	0
13	England	ENG	689	691	2
14	Mexico	MEX	688	698	-1
15	Croatia	CRO	687	694	-1
16	Paraguay	PAR	655	642	3
17	Colombia	COL	648	650	0
18	Denmark	DEN	639	653	-2
19	Sweden	SWE	638	645	-1
20	South Africa	RSA	629	624	3
21	USA	USA	627	639	-1
22	Chile	CHI	625	625	0
23	Scotland	SCO	625	629	-2
24	Morocco	MAR	609	607	1
25	Russia	RUS	606	616	-1
26	Tunisia	TUN	606	605	1
27	Slovakia	SVK	598	606	-1
28	Belgium	BEL	596	599	0
29	Trinidad and Tobago	TRI	586	567	8
30	Turkey	TUR	586	588	-1
31	Egypt	EGY	581	579	2
32	Greece	GRE	581	583	-1
33	Cameroon	CMR	580	571	1
34	Ukraine	UKR	580	584	-4
35	Israel	ISR	572	583	-3
36	Uruguay	URU	572	569	-1
37	Korea Republic	KOR	565	567	1
38	Iran	IRN	561	561	2
39	Republic of Ireland	IRL	561	563	0
40	Zambia	ZAM	561	558	3
41	Slovenia	SVN	559	559	1
42	Austria	AUT	554	568	-6
43	Peru	PER	554	550	1
44	Poland	POL	548	559	-3
45	Cote d`Ivoire	CIV	547	532	4
46	Jamaica	JAM	543	508	14
47	Angola	ANG	539	545	-2
48	Japan	JPN	535	541	-2
49	Honduras	HON	534	528	2
50	Ghana	GHA	531	525	4
51	Iceland	ISL	530	518	5
52	Bulgaria	BUL	529	538	-5
53	Hungary	HUN	528	529	-3
54	Finland	FIN	526	528	-2
55	Nigeria	NGA	521	525	-2
56	Canada	CAN	518	521	-1
57	Saudi Arabia	KSA	517	536	-9
58	Thailand	THA	514	510	1
59	United Arab Emirates	UAE	514	516	-2
60	Guatemala	GUA	513	490	7
61	Costa Rica	CRC	512	486	8
62	Switzerland	SUI	507	510	-4
63	Cyprus	CYP	502	503	-1
64	Uzbekistan	UZB	501	507	-3
65	Ecuador	ECU	500	495	1
66	Australia	AUS	497	502	-3
67	Congo DR	COD	496	482	3
68	Georgia	GEO	495	498	-3
69	Kuwait	KUW	495	480	2
70	Bolivia	BOL	494	478	2
71	Lithuania	LTU	494	502	-7
72	Zimbabwe	ZIM	483	477	1
73	China PR	CHN	476	487	-5
74	Guinea	GUI	469	450	10
75	Burkina Faso	BFA	467	457	3
76	Cuba	CUB	467	468	-2
77	Algeria	ALG	462	465	-1
78	Namibia	NAM	462	446	9
79	Estonia	EST	461	462	-2
80	Latvia	LVA	457	466	-5
81	Senegal	SEN	456	454	-2
82	Bosnia and Herzegovina	BIH	452	453	-2
83	Haiti	HAI	449	452	-2
84	FYR Macedonia	MKD	447	451	-1
85	El Salvador	SLV	443	435	7
86	Mali	MLI	443	447	-1
87	Iraq	IRQ	442	452	-5
88	Armenia	ARM	441	441	1
89	Togo	TOG	441	445	-1
90	Albania	ALB	439	440	0
91	Gabon	GAB	439	438	0
92	Qatar	QAT	438	446	-6
93	Congo	CGO	434	402	5
94	Barbados	BRB	422	424	-1
95	Moldova	MDA	415	415	-1
96	New Zealand	NZL	414	410	0
97	Syria	SYR	410	406	0
98	Northern Ireland	NIR	404	410	-3
99	Indonesia	IDN	415	402	0
100	Liberia	LBR	394	358	12
