rank	country	code	point	prev_point	prev_rank
1	Spain	ESP	1605	1563	1
2	Netherlands	NED	1571	1596	-1
3	Germany	GER	1290	1330	0
4	Uruguay	URU	1184	1174	1
5	Portugal	POR	1158	1060	3
6	Italy	ITA	1142	1110	1
7	Brazil	BRA	1132	1156	-1
8	England	ENG	1089	1177	-4
9	Croatia	CRO	1057	1009	1
10	Argentina	ARG	1024	1017	-1
11	Greece	GRE	1000	937	3
12	France	FRA	956	918	3
13	Russia	RUS	954	940	0
14	Chile	CHI	932	960	-3
15	Japan	JPN	924	918	0
16	Cote d`Ivoire	CIV	910	918	-1
17	Denmark	DEN	893	841	4
18	Switzerland	SUI	886	757	12
19	Australia	AUS	882	837	3
20	Mexico	MEX	866	864	0
21	Serbia	SRB	855	784	8
22	Bosnia and Herzegovina	BIH	839	656	17
23	Norway	NOR	835	943	-11
24	Paraguay	PAR	825	807	1
25	Sweden	SWE	792	889	-7
26	Montenegro	MNE	777	875	-7
27	Turkey	TUR	754	811	-3
27	Hungary	HUN	754	613	18
29	Republic of Ireland	IRL	749	754	2
29	Korea Republic	KOR	749	745	4
31	USA	USA	741	791	-3
32	Colombia	COL	738	730	3
33	Slovenia	SVN	732	816	-10
34	Belgium	BEL	729	675	3
35	Peru	PER	724	806	-9
36	Egypt	EGY	713	739	-2
37	Ghana	GHA	700	726	-1
38	Israel	ISR	677	746	-6
39	Slovakia	SVK	662	806	-13
40	Czech Republic	CZE	656	635	2
41	Burkina Faso	BFA	651	646	-1
42	Senegal	SEN	614	591	7
43	Nigeria	NGA	613	659	-5
44	Armenia	ARM	610	456	27
45	Jamaica	JAM	606	623	-2
46	Algeria	ALG	605	612	0
47	Venezuela	VEN	598	615	-3
48	Cameroon	CMR	596	582	4
49	Romania	ROU	584	558	5
50	Iran	IRN	576	559	3
51	South Africa	RSA	574	602	-4
52	Scotland	SCO	572	554	3
53	Honduras	HON	564	589	-3
53	Panama	PAN	564	524	9
55	Bulgaria	BUL	558	586	-4
56	Belarus	BLR	554	645	-15
57	Costa Rica	CRC	549	530	3
58	Estonia	EST	537	374	28
59	Morocco	MAR	534	529	2
60	Ukraine	UKR	531	598	-12
61	Tunisia	TUN	526	546	-4
62	Libya	LBY	519	504	2
62	Mali	MLI	519	408	19
64	Georgia	GEO	499	522	-1
65	Poland	POL	496	498	0
66	Zimbabwe	ZIM	490	434	8
67	Gabon	GAB	489	482	0
68	Sierra Leone	SLE	488	348	24
69	Ecuador	ECU	481	491	-3
70	Northern Ireland	NIR	477	545	-11
71	Albania	ALB	474	546	-14
72	Finland	FIN	471	416	7
73	China PR	CHN	469	464	-4
74	Latvia	LVA	460	388	10
75	Lithuania	LTU	458	552	-19
76	Guinea	GUI	447	464	-7
77	Austria	AUT	442	472	-9
78	Malawi	MWI	439	436	-5
79	Uzbekistan	UZB	421	401	3
80	Trinidad and Tobago	TRI	414	355	11
81	Bolivia	BOL	412	380	4
82	Uganda	UGA	411	411	-2
83	Zambia	ZAM	409	427	-7
84	Angola	ANG	407	338	12
85	Jordan	JOR	406	348	7
86	Cyprus	CYP	398	427	-10
87	Canada	CAN	395	319	15
88	El Salvador	SLV	390	431	-13
89	New Zealand	NZL	377	346	5
90	Wales	WAL	374	251	27
91	Cape Verde Islands	CPV	372	444	-19
92	Benin	BEN	370	394	-9
93	Niger	NIG	369	309	11
94	FYR Macedonia	MKD	366	358	-4
95	Botswana	BOT	364	424	-17
95	Togo	TOG	364	242	26
97	Azerbaijan	AZE	359	272	15
97	Saudi Arabia	KSA	359	372	-10
99	Kuwait	KUW	352	341	-4
100	Qatar	QAT	350	364	-12
