rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	829	73	0
2	France	FRA	787	68	0
3	Croatia	CRO	745	66	1
4	Italy	ITA	745	63	3
5	Germany	GER	742	66	-2
6	Argentina	ARG	733	66	-1
7	Czech Republic	CZE	726	63	1
8	Netherlands	NED	720	61	3
9	Spain	ESP	703	58	6
10	Romania	ROU	698	60	2
11	England	ENG	697	63	-2
12	Mexico	MEX	690	61	-2
13	Norway	NOR	678	58	1
14	Sweden	SWE	652	56	4
15	Denmark	DEN	648	55	4
16	Yugoslavia	YUG	643	64	-10
17	Portugal	POR	636	50	19
18	Austria	AUT	633	54	4
19	Morocco	MAR	632	59	-6
20	Chile	CHI	616	57	-4
21	Belgium	BEL	610	51	14
22	Paraguay	PAR	608	54	3
23	USA	USA	605	54	0
24	Slovakia	SVK	603	52	8
25	South Africa	RSA	603	53	1
26	Scotland	SCO	602	49	12
27	Colombia	COL	593	51	7
28	Tunisia	TUN	592	54	-7
29	Poland	POL	584	52	2
30	Bulgaria	BUL	580	45	19
31	Russia	RUS	580	49	9
32	Egypt	EGY	578	53	-4
33	Japan	JPN	569	55	-13
34	Ukraine	UKR	568	46	13
35	Korea Republic	KOR	568	57	-18
36	Saudi Arabia	KSA	565	53	-6
37	Zambia	ZAM	563	53	-8
38	Israel	ISR	562	48	5
39	Jamaica	JAM	561	51	-6
40	Cote d`Ivoire	CIV	553	48	4
41	Ghana	GHA	547	46	7
42	Turkey	TUR	536	42	15
43	Cameroon	CMR	536	48	-2
44	Republic of Ireland	IRL	535	42	12
45	Hungary	HUN	533	47	1
46	Greece	GRE	530	43	7
47	Iran	IRN	530	53	-20
48	Lithuania	LTU	526	43	6
49	Kuwait	KUW	525	54	-25
50	Australia	AUS	520	49	-11
51	Zaire	ZAI	514	41	11
52	China PR	CHN	513	49	-15
53	Finland	FIN	512	43	2
54	Georgia	GEO	512	44	-2
55	United Arab Emirates	UAE	503	48	-13
56	Bolivia	BOL	499	41	5
57	Nigeria	NGA	493	40	8
58	FYR Macedonia	MKD	492	41	1
59	Angola	ANG	489	44	-9
60	Iceland	ISL	488	40	4
61	Ecuador	ECU	485	41	2
62	Peru	PER	480	39	10
63	Uruguay	URU	479	38	13
64	Cyprus	CYP	478	38	14
65	Switzerland	SUI	475	35	18
66	Latvia	LVA	471	38	11
67	Northern Ireland	NIR	467	34	19
68	Trinidad and Tobago	TRI	455	44	-17
69	Costa Rica	CRC	454	40	-2
70	Thailand	THA	454	47	-25
71	Guinea	GUI	449	37	8
72	Togo	TOG	449	40	-4
73	Qatar	QAT	448	41	-13
74	Wales	WAL	446	32	23
75	Zimbabwe	ZIM	442	39	-1
76	Guatemala	GUA	440	39	-3
77	Honduras	HON	437	33	14
78	Algeria	ALG	437	39	-7
79	Mali	MLI	430	39	-9
80	Slovenia	SVN	429	34	8
81	Namibia	NAM	428	40	-12
82	Uzbekistan	UZB	422	40	-16
83	Gabon	GAB	419	35	-1
84	Burkina Faso	BFA	415	38	-9
85	El Salvador	SLV	414	33	7
86	Oman	OMA	414	42	-28
87	Mozambique	MOZ	413	37	-7
88	Senegal	SEN	401	32	7
89	Armenia	ARM	397	31	11
90	Canada	CAN	390	30	11
91	Albania	ALB	386	29	15
92	Estonia	EST	382	33	-2
93	Belarus	BLR	379	30	11
94	Singapore	SIN	374	37	-13
95	Syria	SYR	368	35	-11
96	Kenya	KEN	366	33	-3
97	Bosnia and Herzegovina	BIH	364	32	-1
98	Malawi	MWI	364	33	-9
99	Iraq	IRQ	357	33	-5
100	New Zealand	NZL	364	30	3
