rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	849	853	0
2	Spain	ESP	785	780	0
3	France	FRA	782	778	0
4	Germany	GER	755	758	1
5	Netherlands	NED	752	752	1
6	Argentina	ARG	750	761	-2
7	England	ENG	742	725	2
8	Turkey	TUR	728	732	-1
9	Mexico	MEX	724	729	-1
10	USA	USA	719	723	0
11	Denmark	DEN	715	704	0
12	Portugal	POR	709	700	0
13	Czech Republic	CZE	705	685	2
14	Italy	ITA	702	699	-1
15	Republic of Ireland	IRL	698	696	-1
16	Belgium	BEL	682	683	0
17	Cameroon	CMR	673	678	0
18	Costa Rica	CRC	672	660	3
19	Paraguay	PAR	670	672	-1
20	Sweden	SWE	662	652	3
21	Korea Republic	KOR	660	668	-2
22	Serbia and Montenegro	SCG	659	667	-2
23	Norway	NOR	656	646	3
24	Russia	RUS	648	654	-2
25	Japan	JPN	647	647	0
26	Croatia	CRO	641	622	8
27	Uruguay	URU	637	640	0
28	Poland	POL	635	623	5
29	Romania	ROU	635	650	-5
30	Senegal	SEN	634	639	-2
31	South Africa	RSA	628	627	0
32	Nigeria	NGA	626	627	-2
33	Ecuador	ECU	625	630	-4
34	Iran	IRN	618	623	-2
35	Colombia	COL	612	611	2
36	Morocco	MAR	610	615	-1
37	Slovenia	SVN	610	613	-1
38	Bulgaria	BUL	607	576	8
39	Saudi Arabia	KSA	602	608	-1
40	Honduras	HON	595	598	-1
41	Tunisia	TUN	593	579	3
42	Egypt	EGY	591	593	-2
43	Switzerland	SUI	588	587	-2
44	Israel	ISR	583	580	-1
45	Ukraine	UKR	583	576	2
46	Greece	GRE	581	573	2
47	Finland	FIN	573	582	-5
48	Australia	AUS	572	576	-3
49	Wales	WAL	570	551	3
50	Jamaica	JAM	568	551	1
51	Trinidad and Tobago	TRI	560	564	-2
52	New Zealand	NZL	559	561	-2
53	Slovakia	SVK	555	530	6
54	Iraq	IRQ	541	547	-1
55	Cuba	CUB	537	493	18
56	Guatemala	GUA	537	541	-2
57	Thailand	THA	537	541	-2
58	Hungary	HUN	534	535	-2
59	Scotland	SCO	530	520	5
60	Zimbabwe	ZIM	529	527	0
61	Austria	AUT	528	533	-4
62	China PR	CHN	526	530	-4
63	Congo DR	COD	521	520	0
64	Ghana	GHA	520	521	-3
65	Estonia	EST	519	519	0
66	Venezuela	VEN	519	498	3
67	Cote d`Ivoire	CIV	518	505	1
68	Iceland	ISL	516	521	-6
69	Zambia	ZAM	515	496	3
70	Algeria	ALG	514	513	-3
71	Qatar	QAT	511	514	-5
72	Bosnia and Herzegovina	BIH	507	461	16
73	Jordan	JOR	495	496	-2
74	Canada	CAN	492	496	-4
75	Belarus	BLR	490	485	0
76	Haiti	HAI	488	492	-2
77	Kenya	KEN	488	477	5
78	Peru	PER	485	472	7
79	Mali	MLI	483	483	-1
80	Chile	CHI	481	483	-3
81	Burkina Faso	BFA	478	480	-2
82	El Salvador	SLV	475	477	-1
83	Angola	ANG	474	479	-3
84	Indonesia	IDN	471	473	0
85	Kuwait	KUW	471	476	-2
86	Latvia	LVA	470	485	-10
87	Cyprus	CYP	468	470	-1
88	Albania	ALB	458	423	13
89	Togo	TOG	454	459	0
90	United Arab Emirates	UAE	453	458	0
91	FYR Macedonia	MKD	452	464	-4
92	Syria	SYR	451	455	-1
93	Georgia	GEO	448	450	0
94	Liberia	LBR	447	452	-2
95	Barbados	BRB	445	449	-1
96	Vietnam	VIE	444	447	-1
97	Lithuania	LTU	441	414	9
98	Libya	LBY	440	433	-2
99	Singapore	SIN	437	420	4
100	Bahrain	BHR	0	430	-3
