id	name	country	bday
5325	Aykut Saraçoğlu 	Turkey	
5326	Christian Porten 	Germany	1986-07-14
5327	Michael Sokki 	Norway	
5328	Martin Solbakken 	Norway	
5329	Raymond Nielsen 	Norway	
5330	Jamie Lammers 	Netherlands	
5331	Oualid El Massoudi 	Netherlands	
5332	Eric-Jan Peeters 	Netherlands	
5333	Ralph Quidet 	Austria	
5334	Philipp Sulek 	Austria	
5335	Matthias Sulek 	Austria	
5336	Franz Langthaler 	Austria	
5337	Morten Jensen 	Denmark	
5338	Daniel Kjersgaard 	Denmark	
5339	Soren Nilsson 	Denmark	
5340	Alexander Angleby 	Sweden	1988-12-07
5341	"Liu, Hong Jun "	China	1992-09-03
5342	"Teng Yang, Tian Xia "	China	1993-12-12
5343	"Chen, Zhi Yuan "	China	1996-09-15
5344	"Liu, Xu Dong "	China	
5345	"Fang, Hong Ri "	China	1989-07-26
5346	"Ren, Jingyang "	China	
5347	"Xun, Gong "	China	
5348	Andreas Andersson 	Sweden	
5349	Erik Sundeqvist 	Sweden	
5350	Gustav Runemalm 	Sweden	
5351	Hampus Netzell 	Sweden	
5352	Srdjan Vejnovic 	Sweden	
5353	- - 	Sweden	
5354	- - 	Sweden	
5355	Viktor Lundqvist 	Sweden	
5356	Mathias Köhler 	Sweden	
5357	Olle Cedersund 	Sweden	
5358	Tomas Bengtsson 	Sweden	1983-11-22
5359	- - 	Sweden	
5360	Andreas Ihrfors 	Sweden	
5361	Joakim Åhfeldt 	Sweden	
5362	Christer Wennerlund 	Sweden	
5363	Albin Nygren 	Sweden	
5364	"Huang, Cheng Pin "	"Taiwan, Republic of China"	
5365	"Liu, Kai Hsun "	"Taiwan, Republic of China"	
5366	Iain Girdwood 	United Kingdom	
5367	Alex Bond 	United Kingdom	1982-07-29
5368	Arvid Fekken 	Netherlands	1984-06-14
5369	Mehrdad Ahmadi 	United States	
5370	Ben Varghese 	India	
5371	- - 	Brazil	
5372	Scott Bechdholt 	Canada	
5373	Rafael Velloso 	Brazil	
5374	Hallvar Dehli 	Norway	1981-04-12
5375	Vincent Wallet 	France	
5376	Stephan Lins 	Austria	
5377	Ionita Alin Paul 	Romania	
5378	Sebastian Droschak 	Germany	
5379	Jeremie Raoul 	France	
5380	Greg Twum 	Netherlands	
5381	Steve Buchwald 	Germany	
5382	Amin Ben Said 	Germany	
5383	Javier Devis 	Spain	
5384	Danny Engels 	Germany	1990-04-28
5385	Patrick Perlak 	Switzerland	1986-05-18
5386	"Zhang, Chaoxi "	China	
5387	Lauren Scott 	United Kingdom	1990-07-26
5389	Steve Canle 	United States	1994-03-29
5390	Matthew Potthoff 	United States	1992-02-25
5391	- - 	United States	
5392	Juan Boble 	United States	
5393	Kevin Lawler 	United States	
5394	Andy Rector 	United States	
5395	Derek Clark 	United States	
5396	Ryan Pham 	United States	
5397	Dave Cannon 	United States	
5398	Sergey Ten 	Kazakhstan	
5399	Alexandr Podlesnyy 	Kazakhstan	
5400	Yerzhan Askarbekov 	Kazakhstan	
5401	Bolat Suranshiyev 	Kazakhstan	
5402	Altay Saginov 	Kazakhstan	
5403	"Fang, Yuan Jun "	China	
5404	"Zhi, Li "	China	
5405	Tobias Oskarsson 	Sweden	
5406	Max Lönnström 	Sweden	
5407	Johan Blomgren 	Sweden	
5408	"Ryu, Ok Ju "	"Korea, Republic of"	
5409	Volodymyr Derunov 	Ukraine	
5410	Vladimir Perevolotskiy 	Russian Federation	
5411	Pavel Lukanidin 	Russian Federation	
5412	Victor Moskvin 	Russian Federation	
5413	Kirill Afonin 	Russian Federation	1984-07-10
5414	- - 	United States	
5415	Danny Oldenburg 	Sweden	
5416	Manne Nordqvist 	Sweden	1991-04-30
5417	André Carlsson 	Sweden	
5418	Hugo Cortes Lopez 	Sweden	
5419	Joni Huumo 	Finland	
5420	"Ke, Yu Feng "	"Taiwan, Republic of China"	1997-06-03
5421	"Chou, Yu Ta "	"Taiwan, Republic of China"	
5422	"Lin, Yi Heng "	"Taiwan, Republic of China"	
5423	"Li, Chang Yu "	"Taiwan, Republic of China"	
5424	Alexey Polivanov 	Russian Federation	
5425	Georgy Yaskin 	Russian Federation	1991-09-16
5426	Nickolay Li 	Russian Federation	
5427	Stefan Hof 	Germany	
5428	Hendrik Goetzendorff 	Germany	
5429	Peter Kragelund 	Denmark	
5430	Sebastian Riising 	Denmark	
5431	Miran Matković 	Bosnia and Herzegovina	
5432	Benjamin Söderena 	Sweden	
5433	Martin Styk 	Slovakia	
5434	Tomáš Ostrožlík 	Slovakia	
5435	Peter Lipowski 	Slovakia	
5436	Tomáš Jarolím 	Czech Republic	
5437	Nikolay Paunin 	Bulgaria	
5438	Minko Ivanov 	Bulgaria	
5439	Hristian Spasov 	Bulgaria	
5440	Milen Le 	Bulgaria	
5441	Kamen Kostadinov 	Bulgaria	
5442	Anatoliy Yashin 	Russian Federation	
5443	Aleksey Zubkov 	Russian Federation	
5444	"-, - "	China	
5445	"-, - "	China	
5446	"-, - "	China	
5447	"-, - "	China	
5448	"Jin, Yim Hyo "	"Korea, Republic of"	
5449	Morten Frost 	Denmark	
5450	Dennis Rytter 	Denmark	
5451	Magnus Barthel 	Denmark	
5452	Johannes Maget 	Germany	
5453	Aleksey Lagutin 	Russian Federation	
5454	Alan Temirov 	Russian Federation	
5455	Vadim Zimin 	Russian Federation	
5456	Nikolay Kirpichev 	Russian Federation	
5457	Amiran Rehviashvili 	Ukraine	
5458	Samuel Martinsson 	Sweden	
5459	Jon Edelsvärd 	Sweden	1990-09-23
5460	Adam Wiśniewski 	Poland	1988-08-02
5461	Mariusz Grzegorzewski 	Poland	1985-09-03
5462	Benoit Bridet 	France	1986-08-18
5463	Ivan Wuddhisukhum 	Belgium	
5464	Karel Jannes 	Belgium	1987-08-18
5465	Yannik Bindo Milembo 	Belgium	
5466	David Mennes 	Belgium	
5467	Cedric Bindo Milembo 	Belgium	
5468	A. H. 	Finland	
5469	Gregory Jalava 	Finland	1987-03-24
5470	Tomi Verkkoperä 	Finland	
5471	- - 	Finland	
5472	Tomáš Šťastný 	Czech Republic	1991-06-27
5473	Jakub Halás 	Slovakia	
5474	Karel Pavlica 	Czech Republic	
5475	Joel Aalto 	Finland	1995-06-13
5476	Elden Evert 	Finland	
5477	Samuel Räsänen 	Finland	
5478	Markus Saronsalo 	Finland	
5479	Ville Kettunen 	Finland	
5480	Halvor Gulestøl 	Norway	
5481	Gullik Granerud 	Norway	
5482	Marius Ulfred Holte Bærøy 	Norway	
5483	Håvard Nygaard 	Norway	
5484	Thomas Sundby 	Norway	
5485	Daniel Müller 	Germany	
5486	Thierry Dos Santos 	France	
5487	Bernd Schmid 	Germany	1984-05-11
5488	Daniel Enderle 	Germany	1986-03-15
5489	Andre Bettels 	Germany	1984-12-29
5490	Sven Schiller 	Germany	1989-04-13
5491	Vincent Fournier 	France	
5492	George Mellidis 	Greece	
5493	Stefanos Chalkidis 	Greece	
5494	Manos Kardaras 	Greece	1987-11-29
5495	Dimitris Chalkidis 	Greece	
5496	Giannis Gialitakis 	Greece	
5497	Alexey Altshuller 	Russian Federation	
5498	Jesse Grandell 	Finland	
5499	Miikka Kemppi 	Finland	
5500	Juho Lampinen 	Finland	
5501	Mikael Karkinen 	Finland	
5502	Timo Malmi 	Finland	
5503	Eetu-Oskari Ojalainen 	Finland	
5504	Jussi Perälä 	Finland	
5505	Taneli Veikkola 	Finland	
5506	Tom Glad 	Finland	
5507	Christer Loukas 	Finland	
5508	Eetu Korhonen 	Finland	
5509	Tuomas Lahti 	Finland	
5510	Henri Leppäniemi 	Finland	
5511	Antti Lautamäki 	Finland	
5512	Petteri Vähänen 	Finland	
5513	Joona Sotala 	Finland	1998-03-22
5514	Benjamin Puha 	Finland	
5515	Riku Kaartoaho 	Finland	
5516	Aapo Maijanen 	Finland	
5517	Petteri Oinonen 	Finland	
5518	Valtteri Argillander 	Finland	
5519	- - 	Finland	
5520	- - 	Finland	
5521	- - 	Finland	
5522	Raine Uscanoff 	Finland	
5523	Marko Tanni 	Finland	
5524	Hannes Kettunen 	Finland	
5525	Arttu Mustila 	Finland	
5526	Markus Niittymäki 	Finland	
5527	Juho Järvelä 	Finland	
5528	Severi Hilton 	Finland	
5529	Petri Rintala 	Finland	
5530	Jani Lehto 	Finland	
5531	Hugo Paulsen 	Finland	
5532	Kai Liabøtrø 	Finland	
5533	Ted Georgoudakis 	Canada	
5534	Chris Gillett 	United States	
5535	Andrew Brock 	Canada	
5536	Hoang Tran 	United States	
5537	Chad White 	United States	
5538	Garett Bambrough 	Canada	
5539	Trevor Randolph 	United States	
5540	James O'Connor 	United States	
5541	Josh Springer 	United States	
5542	Ted Weinrich 	United States	
5543	Spencer Kim 	United States	
5544	Ian Thomas 	United States	
5545	Dan Singh 	United States	
5546	Tarik Elkhatib 	United States	
5547	Jonathan Patterson 	Sweden	
5548	Thomas Hector 	Denmark	1983-07-19
5549	Kristoffer Hansen 	Denmark	
5550	Nordien de Jong 	Netherlands	
5551	Ferdi Senel 	Netherlands	
5552	Sonny Olofsson 	Sweden	1986-04-26
5553	Erik Andersson 	Sweden	1987-09-18
5554	Kristoffer Johannesson 	Sweden	
5555	Nicolai Caran 	Sweden	1989-03-12
5556	Veselin Ganchev 	Bulgaria	1991-06-06
5557	Alexandr Michailychenko 	Ukraine	
5558	Igor Marien 	Ukraine	
5559	Denis Kuzmenko 	Ukraine	
5560	Volodymyr Dilai 	Ukraine	
5561	Denis Kurdoda 	Ukraine	
5562	Maximilian Klasen 	Germany	
5563	Jonas Opitz 	Germany	
5564	Oliver Maximilian Heck 	Germany	
5565	Marco Sinato 	Italy	1987-12-28
5566	Catalin-Ionut Stanescu 	Romania	
5567	Cosmin-Andrei Cetanas 	Romania	
5568	Cristian Sandulescu 	Romania	
5569	Iulian-Andrei Constantin 	Romania	
5570	Taymaz Babaiasl 	Denmark	
5571	Kristoffer Schjønnemann 	Denmark	
5572	Mikkel Sørensen 	Denmark	
5573	Jérôme Bassat 	France	
5574	Alexandre Male 	France	
5575	Rémy Prieur 	France	
5576	Olivier Metge 	France	
5577	"Wan, Hao "	China	
5578	"Wu, Quanqing "	China	
5579	"Ray, Yi "	China	
5580	"Cai, Yulun "	China	
5581	"Su, Qifang "	China	
5582	"Huang, Zhen "	China	
5583	"Hui, Wu "	China	
5584	"-, - "	China	
5585	"-, - "	China	
5586	"-, - "	China	
5587	"-, - "	Afghanistan	
5588	"-, - "	China	
5589	Myke Kwarteng 	United States	
5590	Christopher Costoso 	United States	
5591	Jon Gundy 	United States	
5592	CJ Spilewski 	United States	
5593	Justin Maldonado 	United States	
5594	Adam Abukoush 	United States	
5595	Felipe Gonçalves 	Brazil	
5596	Frederico Marques 	Brazil	
5597	Grayson Sumarlin 	Indonesia	
5598	Ferdinand Putra 	Indonesia	
5599	Richard Permana 	Indonesia	
5600	Edwin Nextwins 	Indonesia	
5601	Andrew Joseph 	Indonesia	
5602	Gareth Lynn 	Australia	
5603	Benjamin O'Reilly 	Australia	
5604	Mark Kagan 	Australia	
5605	Mark Pearce 	Australia	
5606	Yaman Ergenekon 	Australia	
5607	Po-Hsun Huang 	"Taiwan, Republic of China"	
5608	"Liu, Yen-Rei "	"Taiwan, Republic of China"	
5609	"Chen, Jia-Heng "	"Taiwan, Republic of China"	
5610	"Chang, Yu-Chung "	"Taiwan, Republic of China"	
5611	"Chen, Tsung-Kai "	"Taiwan, Republic of China"	
5612	Sebastian Weber 	Germany	
5613	Eduard Schmidt 	Germany	1986-11-01
5614	Liridon Ademaj 	United States	
5615	Travis Bechtol 	United States	
5616	Bryan Buskey 	United States	
5617	Paul Baker 	United States	
5618	Vincent Junior Jr	United States	
5619	Diego Velazco 	United States	
5620	Wilson Ng 	United States	
5621	Sae Ahn 	United States	
5622	- - 	United States	
5623	Juan Astudillo 	United States	
5624	Andrew Levy 	United States	
5625	Jason Caposello 	United States	
5626	CJ Banarsee 	United States	
5627	Alex Martins 	United States	
5628	Mike Kilgore 	United States	
5629	- - 	United States	
5630	- - 	United States	
5631	Che Lei 	China	
5632	Wang Xi 	China	
5633	Wang Li 	China	
5634	"Li, Lei "	China	
5635	Wang Yi 	China	
5636	Bin Xu 	China	
5637	Fu Qiang 	China	
5638	"Tong, Tong "	China	
5639	Ding Xing 	China	
5640	"Liu, Chaoqun "	China	
5641	Li Wei 	China	
5642	"Chen, Tzu-An "	"Taiwan, Republic of China"	
5643	"Yu, Si-Di "	"Taiwan, Republic of China"	
5644	Otis Duncan 	Australia	
5645	Miles O'Connor 	Australia	
5646	Michael Aliferis 	Australia	
5647	"Lu, Yi-Wei "	"Taiwan, Republic of China"	
5648	"Zeng, Bo-Shun "	"Taiwan, Republic of China"	
5649	"Gao, Ying-Jie "	"Taiwan, Republic of China"	
5650	Jyun-Yan Wu 	"Taiwan, Republic of China"	
5651	Cing-Fong Huang 	"Taiwan, Republic of China"	
5652	"Wu, Chia-Cheng "	"Taiwan, Republic of China"	
5653	"-, - "	"Taiwan, Republic of China"	
5654	"-, - "	"Taiwan, Republic of China"	
5655	"-, - "	"Taiwan, Republic of China"	
5656	"-, - "	"Taiwan, Republic of China"	
5657	"Lau, Kwun-Fung "	Hong Kong	
5658	"Wong, Wai-Lun "	Hong Kong	
5659	"Tam, Kwan-Yeung "	Hong Kong	
5660	"Cheng, Siu-Yin "	Hong Kong	
5661	"Li, Kwong-Fai "	Hong Kong	
5662	"Huang, Tsung-Yu "	"Taiwan, Republic of China"	
5663	"Lee, Hsin-Yuan "	"Taiwan, Republic of China"	
5664	"Chang, Wei "	"Taiwan, Republic of China"	
5665	"Tsai, Cheng-Feng "	"Taiwan, Republic of China"	
5666	Robert Patella 	United States	
5667	Eduardo Corassa 	Brazil	
5668	Arto Siukola 	Finland	
5669	Tim Kreutzer 	Germany	
5670	Sebastian Windhaus 	Germany	
5671	Jens Faller 	Germany	
5672	Robin Gillberg 	Sweden	
5673	Bikram Jaspal 	United States	
5674	Himal Patel 	United States	
5675	Brett Doyle 	United States	
5676	Daniel Black 	Canada	
5677	Mike Strachan 	Canada	
5678	Halston Bellintani 	Canada	
5679	Nick Lalonde 	Canada	
5680	Dave Marentette 	Canada	
5681	Armeen Toussi 	Canada	
5682	Wilson Chen 	Canada	
5683	Matt Caverly 	Canada	
5684	Pedro Morim 	Canada	
5685	"Hyeon, Ho Kang "	"Korea, Republic of"	
5686	"Kim, Han Seong "	"Korea, Republic of"	
5687	"Park, Jong Mu "	"Korea, Republic of"	
5688	"Jeong, Sang Myung "	"Korea, Republic of"	
5689	Guilherme Spacca 	Brazil	
5690	Alysher Bakyev 	Kazakhstan	
5691	"Shi, Xiao Bo "	China	
5692	"Yang, Zheng "	China	
5693	"Peng, Xu "	China	
5694	"Tang, Hao "	China	
5695	"Fang, Cheng Jun "	China	
5696	Sanjay Anantharajah 	Malaysia	
5697	Hesham Hassan 	United Arab Emirates	
5698	Love Paras 	India	
5699	Alex Lombard 	United Kingdom	
5700	Zeyad Mandour 	Philippines	
5701	Shabbir Hussein 	Pakistan	
5702	Reyadh Al Nuaimi 	United Arab Emirates	
5703	Ali Al Mehairi 	United Arab Emirates	
5704	Abdulla Saeed Obaid Majid Al Muhairi 	United Arab Emirates	
5705	Khaled Talal Khaled Ali Ahmed Al Jodar 	United Arab Emirates	
5706	Abdullah Fahed Abdul Hadi Saif Al Neaimi 	United Arab Emirates	
5707	Scott Bishop 	Canada	
5708	Kory Cross 	Canada	
5709	Jamie Cross 	Canada	
5710	Mike Cox 	Canada	
5711	- - 	Canada	
5712	Ian Olson 	Canada	
5713	- - 	United States	
5714	- - 	United States	
5715	- - 	United States	
5716	- - 	United States	
5717	- - 	United States	
5718	- - 	Canada	
5719	- - 	Canada	
5720	- - 	Canada	
5721	- - 	Canada	
5722	- - 	Canada	
5723	- - 	Canada	
5724	- - 	Canada	
5725	- - 	Canada	
5726	- - 	Canada	
5727	- - 	Canada	
5728	- - 	Canada	
5729	- - 	Canada	
5730	- - 	Canada	
5731	- - 	Canada	
5732	- - 	Canada	
5733	Christoph Krämer 	Germany	1984-12-15
5734	Direnc Öz 	Turkey	1989-06-04
5735	Bastian Gaffron 	Germany	1986-07-03
5736	Michael Rogers 	United States	
5737	- - 	Finland	
5738	Tommi Alanko 	Finland	
5739	Aleksi Dobrev 	Finland	
5740	Erik Rekola 	Finland	
5741	Mika Jokela 	Finland	
5742	William Hjelte 	Sweden	1994-10-16
5743	Colin Green 	United States	1993-07-25
5744	Joey Aldama 	United States	1991-11-10
5745	Justin McGrath 	United States	1993-11-24
5746	Johnny Kim 	United States	1995-04-21
5747	Matthew Jewell 	United States	
5748	Cameron Smucker 	United States	
5749	Nairoby Quezada 	United States	1996-11-07
5750	Gonzalo Barrios 	Chile	1995-04-17
5751	Eric Lew 	United States	1992-11-17
5752	Elliot Bastien Carroza-Oyarce 	Canada	1991-02-04
5753	Wyatt Beekman 	United States	1993-01-06
5754	Cole Tocci 	United States	
5755	"-, - "	Japan	
5756	Dan Hoyt 	Canada	
5757	- - 	Mexico	
5758	Justin Hallett 	United States	1998-01-10
5759	- - 	United States	
5760	Larry Holland 	United States	1990-03-20
5761	Brandon Nunnenkamp 	United States	
5762	Jeremy Westfahl 	United States	
5763	Alexander Maguire 	United States	1989-09-18
5764	Paulo Duarte 	United States	
5765	- - 	United States	
5766	Emiel Duarte 	United States	
5767	Frederick Ling 	United States	
5768	- - 	United States	
5769	- - 	United States	
5770	- - 	United States	
5771	Matthew Mcdonough 	United States	
5772	- - 	United States	
5773	- - 	United States	
5774	Chaz Frazer 	United States	
5775	- - 	United States	
5776	Clinton Perdue 	United States	
5777	- - 	United States	
5778	Marvin Dacis 	United States	
5779	Luka Vuković 	Serbia	
5780	Anel Ceković 	"Macedonia, The Former Yugoslav Republic of"	
5781	Nemanja Bošković 	Serbia	
5782	Nestor Tanić 	Serbia	
5783	Nikola Kovač 	Bosnia and Herzegovina	
5784	"Chen-Zhang, Yijie "	China	
5785	"-, - "	China	
5786	"-, - "	China	
5787	"Chen, Kuang Feng "	"Taiwan, Republic of China"	
5788	"Chen, Tien Chih "	"Taiwan, Republic of China"	1993-12-01
5789	"Liu, Shu Wei "	"Taiwan, Republic of China"	1993-10-16
5790	"Kang, Chia Wei "	"Taiwan, Republic of China"	
5791	"Sa, Shang-Ching "	"Taiwan, Republic of China"	
5792	Nguyễn Thành Trung 	Viet Nam	1991-11-12
5793	"Lê, Quang Duy "	Viet Nam	1997-02-05
5794	Nguyễn Khánh Sơn 	Viet Nam	1994-03-09
5795	Vũ Hoàng Việt 	Viet Nam	1993-02-16
5796	Noel Cruz 	Philippines	
5797	"Kan, Ho Man "	Hong Kong	
5798	"Lo, Hung Sing "	Hong Kong	1995-12-17
5799	"Yeung, Chin Yau "	Hong Kong	
5800	"Fok, Ching Chun "	Hong Kong	
5801	"Tam, Kwun Yeung "	Hong Kong	
5802	"Chin, Wei Song "	Malaysia	
5803	"Loo, Kiat Kin "	Malaysia	
5804	Yin Fong Soon 	Malaysia	
5805	Lê Hồng Ny 	Viet Nam	
5806	- - 	Viet Nam	
5807	Nguyễn Việt Tiệp 	Viet Nam	
5808	"Lê, Anh Duy "	Viet Nam	
5809	- - 	Viet Nam	
5810	Therapat Chotteeraprathip 	Thailand	
5811	Noppon Chaiyasong 	Thailand	
5812	Sanpett Marat 	Thailand	
5813	Jakkid Krinbai 	Thailand	
5814	Nakorn Srisontiyagul 	Thailand	
5815	Supachoke Sutakhan 	Thailand	
5816	Yotsathon Littisornthanoo 	Thailand	
5817	Nawin Yanpirat 	Thailand	
5818	Jitawat Uthumplukporn 	Thailand	
5819	- - 	Thailand	
5820	Finn Sjöström 	Sweden	
5821	Romain Neveu 	France	
5822	Fabio Nardelli 	Italy	
5823	Kelvin Nguyen 	Canada	
5824	Alex Ringe 	United States	
5825	Elliott Venczel 	Canada	
5826	Anton Kudryavtsev 	Russian Federation	
5827	Jenõ Tanos 	Hungary	
5828	"-, - "	China	
5829	"-, - "	China	
5830	"-, - "	China	
5831	"-, - "	China	
5832	"-, - "	China	
5833	"-, - "	China	
5834	"-, - "	China	
5835	Grant Hall 	United States	
5836	Andrew Morehead 	United States	
5837	Richard Johnston 	United States	
5838	Patris Almasi 	United States	
5839	Jason Stanford 	United States	
5840	Karl Radovan 	United States	
5841	Gavin Olson 	United States	
5842	Daniel Öhrlund 	Sweden	
5843	John Eriksson 	Sweden	1993-03-04
5844	Eik Johannes Nysted Grødem 	Norway	
5845	"Wu, Sheng "	China	1987-03-23
5846	"-, - "	China	
5847	"Hu, Chao "	China	
5848	"-, - "	China	
5849	"-, - "	Malaysia	
5850	"-, - "	Malaysia	
5851	"-, - "	China	
5852	"-, - "	China	
5853	Brian Mann 	United States	
5854	- - 	United States	
5855	- - 	United States	
5856	- - 	United States	
5857	- - 	United States	
5858	- - 	United States	
5859	Niklas Pålsson 	Sweden	1985-08-25
5860	Jason O'Toole 	United States	
5861	Johan Hartman 	Sweden	
5862	Stuart Alistair Holden 	United States	1985-08-01
5863	Mat Brown 	United States	
5864	David Funk 	United States	
5865	Sam Spitzer 	United States	
5866	Chan Park 	United States	
5867	Dominik - 	Germany	
5868	Gerrit Knusper 	Germany	
5869	Vincent Ulbricht 	Germany	
5870	- - 	Germany	
5871	Alexander Doubov 	Canada	
5872	- - 	Brazil	
5873	- - 	United States	
5874	Olafur Sigurdsson 	Iceland	
5875	Vignir H. Vignisson 	Iceland	
5876	Johann Hrafnkell Lindal Jontannson 	Iceland	
5877	Ingolfur Palsson 	Iceland	
5878	Arnar Arnorsson 	Iceland	
5879	Joshua Nissan 	Canada	
5880	Neil Montgomery 	Canada	
5881	Steve Cutler 	United States	
5882	Richard Vasconcelos 	United States	
5883	Josh Hards 	United States	
5884	Jon Gilbert 	United States	
5885	Kyle Wakefield 	United States	
5886	- - 	United States	
5887	Matt Gilbert 	United States	
5888	Matt McColgin 	United States	
5889	Mark Cheben 	United States	1983-01-06
5890	Michael Fang 	United States	
5891	Adam Johns 	United States	
5892	Ajeet Nawaz 	United States	
5893	Roman Poltavchenko 	Ukraine	
5894	Kirill Balachevcev 	Russian Federation	
5895	Sergey Shavaev 	Russian Federation	
5896	Oleg Mikhalkovich 	Belarus	
5897	Daniel Zara 	Belarus	
5898	Roman Redihin 	Belarus	
5899	Aleksey Lychkouski 	Belarus	
5900	Maxim Mohov 	Russian Federation	
5901	Ivan Tuyev 	Russian Federation	
5902	Nikolay Tkachev 	Russian Federation	
5903	- - 	Russian Federation	
5904	Rustam Shomahov 	Russian Federation	
5905	- - 	United States	
5906	Jesse Rodriguez 	United States	
5907	- - 	United States	
5908	Rajan Mahajan 	United States	
5909	- - 	United States	
5910	- - 	United States	
5911	Josh Sladek 	United States	
5912	Brandon McKee 	United States	
5913	- - 	Singapore	
5914	- - 	Singapore	
5915	- - 	Singapore	
5916	- - 	Singapore	
5917	Mikhaylo Blagin 	Ukraine	
5918	Jane Wie 	United States	1986-05-12
5919	Lidia Poulin 	Canada	1986-06-12
5920	Mayra Perez 	Sweden	1987-05-11
5921	Sophie Regnér 	Sweden	1991-04-09
5922	Sofie Adolfsson 	Sweden	1988-09-30
5923	"Zhen, Xu "	China	
5924	Nico Hagelberg 	Finland	1988-07-05
5925	Niklas Nyman 	Finland	
5926	- - 	Finland	
5927	Atte Suontausta 	Finland	1988-11-28
5928	- - 	Finland	
5929	Nicky Lindqvist 	Finland	
5930	- - 	Finland	
5931	Otto Keltomäki 	Finland	1990-06-10
5932	Niklas Holtäng 	Sweden	
5933	Michel Nguyen 	France	
5934	Kristoffer Søholm 	Denmark	
5935	Malte Boelt 	Denmark	
5936	Kristian Simonsen 	Denmark	
5937	Dimitrios Smoilis 	Germany	
5938	Anil Gülec 	Turkey	
5939	Som Haddow 	United Kingdom	
5940	James Perrott 	United Kingdom	1989-04-13
5941	Tom Rockliffe 	Ireland	
5942	Jake McCausland 	United Kingdom	
5943	James Wilson 	United Kingdom	
5944	Josh Rowley 	United Kingdom	
5945	Craig Shannon 	United Kingdom	1988-01-11
5946	John Reilly 	United Kingdom	
5947	Phil Hynes 	United Kingdom	1992-02-20
5948	Danny Peaker 	United Kingdom	
5949	Tom Griffiths 	United Kingdom	
5950	Nick Jugjeewon 	United Kingdom	
5951	Phil Hunt 	United Kingdom	
5952	Thomas Llewelyn-Evans 	United Kingdom	
5953	Mark Hammond 	United Kingdom	
5954	Luke Morris 	United Kingdom	
5955	- - 	United Kingdom	
5956	Scott Hickling 	United Kingdom	
5957	Roger Paynter 	United Kingdom	
5958	Joe Talbot 	United Kingdom	
5959	Jordan Sutcliffe 	United Kingdom	
5960	Ben Wood 	Ireland	1990-04-07
5961	Matthew Lindbourn 	United Kingdom	
5962	James Fisher 	United Kingdom	
5963	- - 	United Kingdom	
5964	- - 	United Kingdom	
5965	- - 	United Kingdom	
5966	- - 	United Kingdom	
5967	Mike Havill 	United Kingdom	
5968	- - 	United Kingdom	
5969	- - 	United Kingdom	
5970	- - 	United Kingdom	
5971	Kia Man 	United Kingdom	
5972	"-, - "	"Korea, Republic of"	
5973	"-, - "	China	
5974	"-, - "	China	
5975	"-, - "	"Korea, Republic of"	
5976	"-, - "	"Korea, Republic of"	
5977	"-, - "	"Korea, Republic of"	
5978	"-, - "	"Korea, Republic of"	
5979	"-, - "	"Korea, Republic of"	
5980	"-, - "	"Korea, Republic of"	
5981	"-, - "	"Korea, Republic of"	
5982	"-, - "	"Korea, Republic of"	
5983	"-, - "	"Korea, Republic of"	
