rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	71	65	0
2	Spain	ESP	63	62	1
3	Denmark	DEN	62	62	1
4	Romania	ROU	60	60	2
5	Germany	GER	60	63	-3
6	Netherlands	NED	60	59	4
7	Russia	RUS	60	59	1
8	England	ENG	59	60	-1
9	Italy	ITA	59	59	0
10	Mexico	MEX	59	58	2
11	France	FRA	58	60	-6
12	Colombia	COL	57	58	1
13	Argentina	ARG	57	55	3
14	Czech Republic	CZE	56	58	-3
15	Morocco	MAR	56	56	-1
16	Norway	NOR	55	55	-1
17	Japan	JPN	55	54	0
18	Bolivia	BOL	54	49	16
19	Zambia	ZAM	54	54	-1
20	Bulgaria	BUL	53	53	3
21	Slovakia	SVK	53	53	-1
22	South Africa	RSA	53	54	-3
23	Paraguay	PAR	52	52	1
24	Scotland	SCO	52	53	-2
25	Sweden	SWE	52	52	0
26	USA	USA	52	52	0
27	Chile	CHI	52	51	0
28	Tunisia	TUN	51	51	0
29	Portugal	POR	51	53	-8
30	Ecuador	ECU	50	47	8
31	Australia	AUS	50	49	2
32	Croatia	CRO	50	50	-3
33	Saudi Arabia	KSA	50	50	-3
34	Korea Republic	KOR	49	49	-2
35	Peru	PER	49	47	4
36	Belgium	BEL	49	49	-5
37	Yugoslavia	YUG	49	49	-2
38	Egypt	EGY	48	46	4
39	Jamaica	JAM	47	47	-2
40	Greece	GRE	47	47	1
41	Austria	AUT	46	46	2
42	Ghana	GHA	46	47	-6
43	Turkey	TUR	46	45	1
44	Uruguay	URU	45	44	7
45	Cote d`Ivoire	CIV	45	43	7
46	Cameroon	CMR	45	45	-1
47	Canada	CAN	45	45	-1
48	Honduras	HON	44	45	-1
49	Ukraine	UKR	44	44	-1
50	Israel	ISR	44	44	0
51	Poland	POL	44	42	6
52	Kuwait	KUW	44	43	3
53	Republic of Ireland	IRL	44	47	-13
54	Costa Rica	CRC	43	43	-1
55	Lithuania	LTU	43	44	-6
56	China PR	CHN	43	42	2
57	Iran	IRN	43	42	-1
58	Nigeria	NGA	42	43	-4
59	Angola	ANG	42	41	4
60	Algeria	ALG	42	41	0
61	Gabon	GAB	41	41	3
62	Zimbabwe	ZIM	41	41	0
63	Switzerland	SUI	41	41	-2
64	Guinea	GUI	40	42	-5
65	Senegal	SEN	40	38	5
66	United Arab Emirates	UAE	40	40	1
67	Thailand	THA	40	40	-1
68	Finland	FIN	39	39	0
69	Northern Ireland	NIR	39	39	0
70	Mali	MLI	38	37	2
71	Hungary	HUN	38	38	0
72	Mozambique	MOZ	37	33	10
73	El Salvador	SLV	37	37	0
74	Trinidad and Tobago	TRI	37	41	-9
75	Latvia	LVA	37	36	-1
76	Iraq	IRQ	36	36	-1
77	Togo	TOG	35	36	0
78	FYR Macedonia	MKD	35	35	0
79	Zaire	ZAI	35	36	-3
80	Namibia	NAM	34	31	14
81	Qatar	QAT	34	35	-2
82	Oman	OMA	34	30	16
83	Uzbekistan	UZB	34	32	8
84	Cyprus	CYP	33	33	-3
85	Uganda	UGA	33	32	3
86	Sierra Leone	SLE	33	34	-6
87	Iceland	ISL	33	33	-4
88	Malawi	MWI	33	33	-4
89	Malaysia	MAS	33	33	-3
90	Wales	WAL	33	33	-5
91	Lebanon	LIB	32	33	-4
92	Slovenia	SVN	32	32	-3
93	Guatemala	GUA	32	32	-3
94	Liberia	LBR	32	31	1
95	Sudan	SDN	31	31	-3
96	Tanzania	TAN	31	28	4
97	Congo	CGO	31	31	-4
98	Cuba	CUB	31	31	-2
99	Georgia	GEO	30	31	-2
100	Estonia	EST	0	29	-1
